exit_m,common_m,series_a_m,series_b_m,series_a_converts,series_b_converts
68.8,47.84,11.96,9.0,True,False
68.9,47.92,11.98,9.0,True,False
69.0,48.0,12.0,9.0,True,False
69.1,48.06956521739131,12.017391304347827,9.013043478260869,True,True
69.2,48.13913043478261,12.034782608695652,9.026086956521738,True,True
69.3,48.208695652173915,12.052173913043479,9.03913043478261,True,True
69.4,48.278260869565216,12.069565217391304,9.052173913043479,True,True
69.5,48.34782608695652,12.08695652173913,9.065217391304348,True,True
69.6,48.41739130434783,12.104347826086958,9.078260869565216,True,True
69.7,48.48695652173913,12.121739130434783,9.091304347826085,True,True
69.8,48.55652173913043,12.139130434782608,9.104347826086958,True,True
69.9,48.62608695652173,12.156521739130433,9.117391304347827,True,True
70.0,48.69565217391304,12.17391304347826,9.130434782608695,True,True
70.1,48.76521739130435,12.191304347826087,9.143478260869564,True,True
70.2,48.83478260869565,12.208695652173912,9.156521739130433,True,True
70.3,48.904347826086955,12.226086956521739,9.169565217391305,True,True
70.4,48.973913043478255,12.243478260869564,9.182608695652174,True,True
70.5,49.04347826086956,12.26086956521739,9.195652173913043,True,True
70.6,49.11304347826087,12.278260869565218,9.208695652173912,True,True
70.7,49.18260869565217,12.295652173913043,9.221739130434782,True,True
70.8,49.25217391304348,12.31304347826087,9.234782608695653,True,True
70.9,49.32173913043478,12.330434782608695,9.247826086956522,True,True
71.0,49.391304347826086,12.347826086956522,9.26086956521739,True,True
71.1,49.46086956521739,12.365217391304348,9.27391304347826,True,True
71.2,49.530434782608694,12.382608695652173,9.28695652173913,True,True
71.3,49.6,12.4,9.3,True,True
71.4,49.6695652173913,12.417391304347825,9.31304347826087,True,True
71.5,49.73913043478261,12.434782608695652,9.326086956521738,True,True
71.6,49.80869565217392,12.45217391304348,9.339130434782609,True,True
71.7,49.87826086956522,12.469565217391304,9.352173913043478,True,True
71.8,49.947826086956525,12.486956521739131,9.365217391304348,True,True
71.9,50.017391304347825,12.504347826086956,9.378260869565217,True,True
72.0,50.08695652173913,12.521739130434783,9.391304347826086,True,True
72.1,50.15652173913043,12.539130434782608,9.404347826086957,True,True
72.2,50.22608695652173,12.556521739130433,9.417391304347825,True,True
72.3,50.29565217391304,12.57391304347826,9.430434782608696,True,True
72.4,50.36521739130434,12.591304347826085,9.443478260869565,True,True
72.5,50.43478260869565,12.608695652173912,9.456521739130434,True,True
72.6,50.504347826086956,12.626086956521739,9.469565217391304,True,True
72.7,50.57391304347826,12.643478260869564,9.482608695652173,True,True
72.8,50.643478260869564,12.660869565217391,9.495652173913044,True,True
72.9,50.713043478260865,12.678260869565216,9.508695652173913,True,True
73.0,50.78260869565217,12.695652173913043,9.521739130434783,True,True
73.1,50.85217391304348,12.71304347826087,9.534782608695652,True,True
73.2,50.92173913043478,12.730434782608695,9.54782608695652,True,True
73.3,50.99130434782609,12.747826086956522,9.560869565217391,True,True
73.4,51.06086956521739,12.765217391304347,9.57391304347826,True,True
73.5,51.130434782608695,12.782608695652174,9.58695652173913,True,True
73.6,51.2,12.8,9.6,True,True
73.7,51.2695652173913,12.817391304347826,9.613043478260868,True,True
73.8,51.33913043478261,12.834782608695653,9.626086956521739,True,True
73.9,51.40869565217391,12.852173913043478,9.63913043478261,True,True
74.0,51.47826086956522,12.869565217391305,9.652173913043478,True,True
74.1,51.547826086956526,12.886956521739132,9.665217391304347,True,True
74.2,51.61739130434783,12.904347826086957,9.678260869565216,True,True
74.3,51.686956521739134,12.921739130434784,9.691304347826087,True,True
74.4,51.75652173913043,12.939130434782607,9.704347826086957,True,True
74.5,51.826086956521735,12.956521739130434,9.717391304347826,True,True
74.6,51.89565217391304,12.97391304347826,9.730434782608695,True,True
74.7,51.96521739130434,12.991304347826086,9.743478260869564,True,True
74.8,52.03478260869565,13.008695652173913,9.756521739130434,True,True
74.9,52.10434782608695,13.026086956521738,9.769565217391305,True,True
75.0,52.17391304347826,13.043478260869565,9.782608695652174,True,True
75.1,52.243478260869566,13.060869565217391,9.795652173913043,True,True
75.2,52.313043478260866,13.078260869565216,9.808695652173911,True,True
75.3,52.38260869565217,13.095652173913043,9.821739130434784,True,True
75.4,52.452173913043474,13.113043478260868,9.834782608695653,True,True
75.5,52.52173913043478,13.130434782608695,9.847826086956522,True,True
75.6,52.59130434782609,13.147826086956522,9.86086956521739,True,True
75.7,52.66086956521739,13.165217391304347,9.87391304347826,True,True
75.8,52.7304347826087,13.182608695652174,9.886956521739132,True,True
75.9,52.8,13.2,9.9,True,True
76.0,52.869565217391305,13.217391304347826,9.91304347826087,True,True
76.1,52.93913043478261,13.234782608695653,9.926086956521738,True,True
76.2,53.00869565217391,13.252173913043478,9.939130434782609,True,True
76.3,53.07826086956522,13.269565217391305,9.95217391304348,True,True
76.4,53.14782608695652,13.28695652173913,9.965217391304348,True,True
76.5,53.21739130434783,13.304347826086957,9.978260869565217,True,True
76.6,53.28695652173913,13.321739130434782,9.991304347826086,True,True
76.7,53.35652173913043,13.339130434782607,10.004347826086956,True,True
76.8,53.426086956521736,13.356521739130434,10.017391304347827,True,True
76.9,53.49565217391304,13.37391304347826,10.030434782608696,True,True
77.0,53.565217391304344,13.391304347826086,10.043478260869565,True,True
77.1,53.63478260869565,13.408695652173913,10.056521739130433,True,True
77.2,53.70434782608695,13.426086956521738,10.069565217391304,True,True
77.3,53.77391304347826,13.443478260869565,10.082608695652175,True,True
77.4,53.84347826086956,13.46086956521739,10.095652173913043,True,True
77.5,53.91304347826087,13.478260869565217,10.108695652173912,True,True
77.6,53.982608695652175,13.495652173913044,10.121739130434783,True,True
77.7,54.052173913043475,13.513043478260869,10.134782608695652,True,True
77.8,54.12173913043478,13.530434782608696,10.147826086956522,True,True
77.9,54.19130434782608,13.54782608695652,10.160869565217391,True,True
78.0,54.26086956521739,13.565217391304348,10.17391304347826,True,True
78.1,54.3304347826087,13.582608695652175,10.18695652173913,True,True
78.2,54.4,13.6,10.2,True,True
78.3,54.469565217391306,13.617391304347827,10.21304347826087,True,True
78.4,54.53913043478261,13.634782608695652,10.226086956521739,True,True
78.5,54.608695652173914,13.652173913043478,10.239130434782608,True,True
78.6,54.67826086956522,13.669565217391305,10.252173913043478,True,True
78.7,54.74782608695652,13.68695652173913,10.265217391304347,True,True
78.8,54.81739130434783,13.704347826086957,10.278260869565218,True,True
78.9,54.88695652173912,13.72173913043478,10.291304347826086,True,True
79.0,54.95652173913043,13.739130434782608,10.304347826086957,True,True
79.1,55.02608695652174,13.756521739130434,10.317391304347826,True,True
79.2,55.09565217391304,13.77391304347826,10.330434782608695,True,True
79.3,55.165217391304346,13.791304347826086,10.343478260869565,True,True
79.4,55.234782608695646,13.808695652173911,10.356521739130434,True,True
79.5,55.30434782608695,13.826086956521738,10.369565217391305,True,True
79.6,55.37391304347826,13.843478260869565,10.382608695652173,True,True
79.7,55.44347826086956,13.86086956521739,10.395652173913042,True,True
79.8,55.51304347826087,13.878260869565217,10.408695652173913,True,True
79.9,55.58260869565217,13.895652173913042,10.421739130434784,True,True
80.0,55.65217391304348,13.91304347826087,10.434782608695652,True,True
80.1,55.721739130434784,13.930434782608696,10.447826086956521,True,True
80.2,55.791304347826085,13.947826086956521,10.46086956521739,True,True
80.3,55.86086956521739,13.965217391304348,10.47391304347826,True,True
80.4,55.93043478260869,13.982608695652173,10.486956521739131,True,True
80.5,56.0,14.0,10.5,True,True
80.6,56.06956521739131,14.017391304347827,10.513043478260869,True,True
80.7,56.13913043478261,14.034782608695652,10.526086956521738,True,True
80.8,56.208695652173915,14.052173913043479,10.539130434782608,True,True
80.9,56.278260869565216,14.069565217391304,10.552173913043479,True,True
81.0,56.34782608695652,14.08695652173913,10.565217391304348,True,True
81.1,56.41739130434783,14.104347826086958,10.578260869565216,True,True
81.2,56.486956521739124,14.121739130434781,10.591304347826085,True,True
81.3,56.55652173913043,14.139130434782608,10.604347826086958,True,True
81.4,56.62608695652173,14.156521739130433,10.617391304347827,True,True
81.5,56.69565217391304,14.17391304347826,10.630434782608695,True,True
81.6,56.76521739130435,14.191304347826087,10.643478260869564,True,True
81.7,56.83478260869565,14.208695652173912,10.656521739130433,True,True
81.8,56.904347826086955,14.226086956521739,10.669565217391305,True,True
81.9,56.973913043478255,14.243478260869564,10.682608695652174,True,True
82.0,57.04347826086956,14.26086956521739,10.695652173913043,True,True
82.1,57.11304347826087,14.278260869565218,10.708695652173912,True,True
82.2,57.18260869565217,14.295652173913043,10.721739130434782,True,True
82.3,57.25217391304348,14.31304347826087,10.734782608695653,True,True
82.4,57.32173913043478,14.330434782608695,10.747826086956522,True,True
82.5,57.391304347826086,14.347826086956522,10.76086956521739,True,True
82.6,57.46086956521739,14.365217391304348,10.77391304347826,True,True
82.7,57.530434782608694,14.382608695652173,10.78695652173913,True,True
82.8,57.6,14.4,10.8,True,True
82.9,57.6695652173913,14.417391304347825,10.81304347826087,True,True
83.0,57.73913043478261,14.434782608695652,10.826086956521738,True,True
83.1,57.80869565217392,14.45217391304348,10.839130434782607,True,True
83.2,57.87826086956522,14.469565217391304,10.852173913043478,True,True
83.3,57.947826086956525,14.486956521739131,10.865217391304348,True,True
83.4,58.017391304347825,14.504347826086956,10.878260869565217,True,True
83.5,58.086956521739125,14.521739130434781,10.891304347826086,True,True
83.6,58.15652173913043,14.539130434782608,10.904347826086957,True,True
83.7,58.22608695652173,14.556521739130433,10.917391304347825,True,True
83.8,58.29565217391304,14.57391304347826,10.930434782608696,True,True
83.9,58.36521739130434,14.591304347826085,10.943478260869565,True,True
84.0,58.43478260869565,14.608695652173912,10.956521739130434,True,True
84.1,58.504347826086956,14.626086956521739,10.969565217391304,True,True
84.2,58.57391304347826,14.643478260869564,10.982608695652173,True,True
84.3,58.643478260869564,14.660869565217391,10.995652173913044,True,True
84.4,58.713043478260865,14.678260869565216,11.008695652173913,True,True
84.5,58.78260869565217,14.695652173913043,11.021739130434783,True,True
84.6,58.85217391304348,14.71304347826087,11.034782608695652,True,True
84.7,58.92173913043478,14.730434782608695,11.04782608695652,True,True
84.8,58.99130434782609,14.747826086956522,11.060869565217391,True,True
84.9,59.06086956521739,14.765217391304347,11.07391304347826,True,True
85.0,59.130434782608695,14.782608695652174,11.08695652173913,True,True
85.1,59.2,14.8,11.1,True,True
85.2,59.2695652173913,14.817391304347826,11.113043478260868,True,True
85.3,59.33913043478261,14.834782608695653,11.126086956521739,True,True
85.4,59.40869565217391,14.852173913043478,11.139130434782608,True,True
85.5,59.47826086956522,14.869565217391305,11.152173913043478,True,True
85.6,59.547826086956526,14.886956521739132,11.165217391304347,True,True
85.7,59.61739130434783,14.904347826086957,11.178260869565216,True,True
85.8,59.68695652173913,14.921739130434782,11.191304347826087,True,True
85.9,59.75652173913043,14.939130434782607,11.204347826086957,True,True
86.0,59.826086956521735,14.956521739130434,11.217391304347826,True,True
86.1,59.89565217391304,14.97391304347826,11.230434782608695,True,True
86.2,59.96521739130434,14.991304347826086,11.243478260869564,True,True
86.3,60.03478260869565,15.008695652173913,11.256521739130434,True,True
86.4,60.10434782608695,15.026086956521738,11.269565217391305,True,True
86.5,60.17391304347826,15.043478260869565,11.282608695652174,True,True
86.6,60.243478260869566,15.060869565217391,11.295652173913043,True,True
86.7,60.313043478260866,15.078260869565216,11.308695652173911,True,True
86.8,60.38260869565217,15.095652173913043,11.321739130434784,True,True
86.9,60.452173913043474,15.113043478260868,11.334782608695653,True,True
87.0,60.52173913043478,15.130434782608695,11.347826086956522,True,True
87.1,60.59130434782609,15.147826086956522,11.36086956521739,True,True
87.2,60.66086956521739,15.165217391304347,11.37391304347826,True,True
87.3,60.7304347826087,15.182608695652174,11.386956521739132,True,True
87.4,60.8,15.2,11.4,True,True
87.5,60.869565217391305,15.217391304347826,11.41304347826087,True,True
87.6,60.93913043478261,15.234782608695653,11.426086956521738,True,True
87.7,61.00869565217391,15.252173913043478,11.439130434782607,True,True
87.8,61.07826086956522,15.269565217391305,11.45217391304348,True,True
87.9,61.14782608695652,15.28695652173913,11.465217391304348,True,True
88.0,61.21739130434783,15.304347826086957,11.478260869565217,True,True
88.1,61.28695652173913,15.321739130434782,11.491304347826086,True,True
88.2,61.35652173913043,15.339130434782607,11.504347826086956,True,True
88.3,61.426086956521736,15.356521739130434,11.517391304347827,True,True
88.4,61.49565217391304,15.37391304347826,11.530434782608696,True,True
88.5,61.565217391304344,15.391304347826086,11.543478260869565,True,True
88.6,61.63478260869565,15.408695652173913,11.556521739130433,True,True
88.7,61.70434782608695,15.426086956521738,11.569565217391304,True,True
88.8,61.77391304347826,15.443478260869565,11.582608695652175,True,True
88.9,61.84347826086956,15.46086956521739,11.595652173913043,True,True
89.0,61.91304347826087,15.478260869565217,11.608695652173912,True,True
89.1,61.982608695652175,15.495652173913044,11.621739130434783,True,True
89.2,62.052173913043475,15.513043478260869,11.634782608695652,True,True
89.3,62.12173913043478,15.530434782608696,11.647826086956522,True,True
89.4,62.19130434782608,15.54782608695652,11.660869565217391,True,True
89.5,62.26086956521739,15.565217391304348,11.67391304347826,True,True
89.6,62.3304347826087,15.582608695652175,11.68695652173913,True,True
89.7,62.4,15.6,11.7,True,True
89.8,62.469565217391306,15.617391304347827,11.71304347826087,True,True
89.9,62.53913043478261,15.634782608695652,11.726086956521739,True,True
90.0,62.608695652173914,15.652173913043478,11.739130434782608,True,True
90.1,62.67826086956522,15.669565217391305,11.752173913043478,True,True
90.2,62.74782608695652,15.68695652173913,11.765217391304347,True,True
90.3,62.81739130434783,15.704347826086957,11.778260869565218,True,True
90.4,62.88695652173912,15.72173913043478,11.791304347826086,True,True
90.5,62.95652173913043,15.739130434782608,11.804347826086957,True,True
90.6,63.02608695652174,15.756521739130434,11.817391304347826,True,True
90.7,63.09565217391304,15.77391304347826,11.830434782608695,True,True
90.8,63.165217391304346,15.791304347826086,11.843478260869565,True,True
90.9,63.234782608695646,15.808695652173911,11.856521739130434,True,True
91.0,63.30434782608695,15.826086956521738,11.869565217391305,True,True
91.1,63.37391304347826,15.843478260869565,11.882608695652173,True,True
91.2,63.44347826086956,15.86086956521739,11.895652173913042,True,True
91.3,63.51304347826087,15.878260869565217,11.908695652173913,True,True
91.4,63.58260869565217,15.895652173913042,11.921739130434784,True,True
91.5,63.65217391304348,15.91304347826087,11.934782608695652,True,True
91.6,63.721739130434784,15.930434782608696,11.947826086956521,True,True
91.7,63.791304347826085,15.947826086956521,11.96086956521739,True,True
91.8,63.86086956521739,15.965217391304348,11.97391304347826,True,True
91.9,63.93043478260869,15.982608695652173,11.986956521739131,True,True
92.0,64.0,16.0,12.0,True,True
92.1,64.0695652173913,16.017391304347825,12.013043478260869,True,True
92.2,64.13913043478261,16.034782608695654,12.026086956521738,True,True
92.3,64.20869565217392,16.05217391304348,12.039130434782608,True,True
92.4,64.27826086956522,16.069565217391304,12.052173913043479,True,True
92.5,64.34782608695653,16.086956521739133,12.065217391304348,True,True
92.6,64.41739130434782,16.104347826086954,12.078260869565216,True,True
92.7,64.48695652173913,16.121739130434783,12.091304347826085,True,True
92.8,64.55652173913043,16.139130434782608,12.104347826086958,True,True
92.9,64.62608695652173,16.156521739130433,12.117391304347827,True,True
93.0,64.69565217391303,16.173913043478258,12.130434782608695,True,True
93.1,64.76521739130435,16.191304347826087,12.143478260869564,True,True
93.2,64.83478260869565,16.208695652173912,12.156521739130433,True,True
93.3,64.90434782608695,16.226086956521737,12.169565217391305,True,True
93.4,64.97391304347826,16.243478260869566,12.182608695652174,True,True
93.5,65.04347826086956,16.26086956521739,12.195652173913043,True,True
93.6,65.11304347826086,16.278260869565216,12.208695652173912,True,True
93.7,65.18260869565218,16.295652173913044,12.221739130434782,True,True
93.8,65.25217391304348,16.31304347826087,12.234782608695653,True,True
93.9,65.32173913043478,16.330434782608695,12.247826086956522,True,True
94.0,65.39130434782608,16.34782608695652,12.26086956521739,True,True
94.1,65.4608695652174,16.36521739130435,12.27391304347826,True,True
94.2,65.5304347826087,16.382608695652173,12.28695652173913,True,True
94.3,65.6,16.4,12.3,True,True
94.4,65.66956521739131,16.417391304347827,12.31304347826087,True,True
94.5,65.73913043478261,16.434782608695652,12.326086956521738,True,True
94.6,65.80869565217391,16.452173913043477,12.339130434782607,True,True
94.7,65.87826086956522,16.469565217391306,12.352173913043478,True,True
94.8,65.94782608695652,16.48695652173913,12.365217391304348,True,True
94.9,66.01739130434783,16.504347826086956,12.378260869565217,True,True
95.0,66.08695652173913,16.52173913043478,12.391304347826086,True,True
95.1,66.15652173913043,16.539130434782606,12.404347826086957,True,True
95.2,66.22608695652174,16.556521739130435,12.417391304347825,True,True
95.3,66.29565217391304,16.57391304347826,12.430434782608696,True,True
95.4,66.36521739130434,16.591304347826085,12.443478260869565,True,True
95.5,66.43478260869564,16.60869565217391,12.456521739130434,True,True
95.6,66.50434782608696,16.62608695652174,12.469565217391304,True,True
95.7,66.57391304347826,16.643478260869564,12.482608695652173,True,True
95.8,66.64347826086956,16.66086956521739,12.495652173913044,True,True
95.9,66.71304347826087,16.678260869565218,12.508695652173913,True,True
96.0,66.78260869565217,16.695652173913043,12.521739130434783,True,True
96.1,66.85217391304347,16.713043478260868,12.534782608695652,True,True
96.2,66.92173913043479,16.730434782608697,12.54782608695652,True,True
96.3,66.99130434782609,16.747826086956522,12.560869565217391,True,True
96.4,67.06086956521739,16.765217391304347,12.57391304347826,True,True
96.5,67.13043478260869,16.782608695652172,12.58695652173913,True,True
96.6,67.2,16.8,12.6,True,True
96.7,67.2695652173913,16.817391304347826,12.613043478260868,True,True
96.8,67.3391304347826,16.83478260869565,12.626086956521739,True,True
96.9,67.4086956521739,16.852173913043476,12.639130434782608,True,True
97.0,67.47826086956522,16.869565217391305,12.652173913043478,True,True
97.1,67.54782608695652,16.88695652173913,12.665217391304347,True,True
97.2,67.61739130434783,16.90434782608696,12.678260869565216,True,True
97.3,67.68695652173912,16.92173913043478,12.691304347826087,True,True
97.4,67.75652173913043,16.93913043478261,12.704347826086957,True,True
97.5,67.82608695652173,16.956521739130434,12.717391304347826,True,True
97.6,67.89565217391305,16.973913043478262,12.730434782608695,True,True
97.7,67.96521739130435,16.991304347826087,12.743478260869564,True,True
97.8,68.03478260869565,17.008695652173913,12.756521739130434,True,True
97.9,68.10434782608695,17.026086956521738,12.769565217391305,True,True
98.0,68.17391304347827,17.043478260869566,12.782608695652174,True,True
98.1,68.24347826086957,17.06086956521739,12.795652173913043,True,True
98.2,68.31304347826088,17.07826086956522,12.808695652173911,True,True
98.3,68.38260869565217,17.09565217391304,12.821739130434784,True,True
98.4,68.45217391304347,17.113043478260867,12.834782608695653,True,True
98.5,68.52173913043478,17.130434782608695,12.847826086956522,True,True
98.6,68.59130434782608,17.14782608695652,12.86086956521739,True,True
98.7,68.6608695652174,17.16521739130435,12.87391304347826,True,True
98.8,68.73043478260868,17.18260869565217,12.886956521739132,True,True
98.9,68.8,17.2,12.9,True,True
99.0,68.8695652173913,17.217391304347824,12.91304347826087,True,True
99.1,68.93913043478261,17.234782608695653,12.926086956521738,True,True
99.2,69.00869565217391,17.252173913043478,12.939130434782607,True,True
99.3,69.07826086956521,17.269565217391303,12.95217391304348,True,True
99.4,69.14782608695651,17.28695652173913,12.965217391304348,True,True
99.5,69.21739130434783,17.304347826086957,12.978260869565217,True,True
99.6,69.28695652173913,17.321739130434782,12.991304347826086,True,True
99.7,69.35652173913044,17.33913043478261,13.004347826086956,True,True
99.8,69.42608695652173,17.356521739130432,13.017391304347827,True,True
99.9,69.49565217391304,17.37391304347826,13.030434782608696,True,True
100.0,69.56521739130434,17.391304347826086,13.043478260869565,True,True
